order_id,order_date,customer_id,channel,region,sku,product_name,category,quantity,unit_price,discount_rate,line_revenue
500282,2024-07-21,CU2137,Web,Germany,SKU-402,Trekking Poles,Accessories,1,49.00,0.00,49.00
500282,2024-07-21,CU2137,Web,Germany,SKU-402,Trekking Poles,Accessories,1,49.00,0.00,49.00
500489,2024-07-23,CU2229,Retail Partner,United Kingdom,SKU-402,Trekking Poles,Accessories,2,49.00,0.10,88.20
500560,2024-07-23,CU2260,Web,France,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500339,2024-07-24,CU2161,Web,United Kingdom,SKU-301,28L Daypack,Packs,2,74.00,0.00,148.00
500636,2024-07-24,CU2294,Web,Germany,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500285,2024-07-25,CU2140,Web,France,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500086,2024-07-27,CU2035,Marketplace,United Kingdom,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500445,2024-07-27,CU2209,Web,Netherlands,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500479,2024-07-28,CU2222,Web,Netherlands,SKU-401,Headlamp 400,Accessories,2,34.00,0.00,68.00
500302,2024-07-29,CU2148,Marketplace,Netherlands,SKU-402,Trekking Poles,Accessories,1,49.00,0.00,49.00
500474,2024-07-29,CU2219,Marketplace,Netherlands,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500474,2024-07-29,CU2219,Marketplace,Netherlands,SKU-402,Trekking Poles,Accessories,3,49.00,0.00,147.00
500137,2024-07-30,CU2059,Web,Netherlands,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.15,118.15
500137,2024-07-30,CU2059,Web,Netherlands,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500137,2024-07-30,CU2059,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,1,89.00,0.10,80.10
500417,2024-07-31,CU2196,Web,United Kingdom,SKU-401,Headlamp 400,Accessories,2,34.00,0.00,68.00
500689,2024-07-31,CU2317,Marketplace,Belgium,SKU-201,Merino Base Layer,Apparel,2,59.00,0.10,106.20
500689,2024-07-31,CU2317,Marketplace,Belgium,SKU-301,28L Daypack,Packs,1,74.00,0.00,74.00
500067,2024-08-01,CU2028,Marketplace,France,SKU-202,Rain Shell,Apparel,2,119.00,0.00,238.00
500192,2024-08-01,CU2088,Web,United Kingdom,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500192,2024-08-01,CU2088,Web,United Kingdom,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500665,2024-08-01,CU2310,Web,Netherlands,SKU-302,55L Trek Pack,Packs,2,165.00,0.00,330.00
500665,2024-08-01,CU2310,Web,Netherlands,SKU-402,Trekking Poles,Accessories,2,49.00,0.00,98.00
500686,2024-08-01,CU2315,Web,Netherlands,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500686,2024-08-01,CU2315,Web,Netherlands,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500686,2024-08-01,CU2315,Web,Netherlands,SKU-202,Rain Shell,Apparel,2,119.00,0.25,178.50
500396,2024-08-02,CU2185,Web,United Kingdom,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500396,2024-08-02,CU2185,Web,United Kingdom,SKU-202,Rain Shell,Apparel,1,119.00,0.25,89.25
500774,2024-08-03,CU2354,Web,Germany,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500774,2024-08-03,CU2354,Web,Germany,SKU-201,Merino Base Layer,Apparel,2,59.00,0.00,118.00
500774,2024-08-03,CU2354,Web,Germany,SKU-101,Trail Runner 2,Footwear,1,89.00,0.10,80.10
500909,2024-08-04,CU2409,Web,Netherlands,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.10,125.10
500925,2024-08-05,CU2417,Retail Partner,United Kingdom,SKU-302,55L Trek Pack,Packs,3,165.00,0.00,495.00
500925,2024-08-05,CU2417,Retail Partner,United Kingdom,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500024,2024-08-06,CU2013,Web,Netherlands,SKU-402,Trekking Poles,Accessories,1,49.00,0.25,36.75
500112,2024-08-06,CU2048,Web,Belgium,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500112,2024-08-06,CU2048,Web,Belgium,SKU-402,Trekking Poles,Accessories,3,49.00,0.15,124.95
500309,2024-08-06,CU2150,Web,Netherlands,SKU-202,Rain Shell,Apparel,2,119.00,0.00,238.00
500309,2024-08-06,CU2150,Web,Netherlands,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500062,2024-08-07,CU2025,Retail Partner,United Kingdom,SKU-402,Trekking Poles,Accessories,1,49.00,0.00,49.00
500062,2024-08-07,CU2025,Retail Partner,United Kingdom,SKU-301,28L Daypack,Packs,1,74.00,0.00,74.00
500432,2024-08-07,CU2200,Web,Netherlands,SKU-201,Merino Base Layer,Apparel,2,59.00,0.00,118.00
500432,2024-08-07,CU2200,Web,Netherlands,SKU-402,Trekking Poles,Accessories,1,49.00,0.00,49.00
500432,2024-08-07,CU2200,Web,Netherlands,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500760,2024-08-07,CU2347,Marketplace,Germany,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500336,2024-08-08,CU2160,Web,United Kingdom,SKU-301,28L Daypack,Packs,1,74.00,0.15,62.90
500336,2024-08-08,CU2160,Web,United Kingdom,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500336,2024-08-08,CU2160,Web,United Kingdom,SKU-301,28L Daypack,Packs,2,74.00,0.00,148.00
500351,2024-08-08,CU2165,Retail Partner,France,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500351,2024-08-08,CU2165,Retail Partner,France,SKU-201,Merino Base Layer,Apparel,2,59.00,0.00,118.00
500033,2024-08-09,CU2015,Web,United Kingdom,SKU-301,28L Daypack,Packs,1,74.00,0.00,74.00
500033,2024-08-09,CU2015,Web,United Kingdom,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500144,2024-08-11,CU2061,Retail Partner,Belgium,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500186,2024-08-11,CU2086,Web,Netherlands,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500929,2024-08-11,CU2418,Marketplace,Netherlands,SKU-402,Trekking Poles,Accessories,1,49.00,0.00,49.00
500573,2024-08-12,CU2267,Web,Netherlands,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500573,2024-08-12,CU2267,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500573,2024-08-12,CU2267,Web,Netherlands,SKU-302,55L Trek Pack,Packs,2,165.00,0.00,330.00
500300,2024-08-14,CU2146,Web,Germany,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500076,2024-08-15,CU2030,Web,United Kingdom,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500625,2024-08-15,CU2290,Web,Germany,SKU-201,Merino Base Layer,Apparel,2,59.00,0.15,100.30
500625,2024-08-15,CU2290,Web,Germany,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500895,2024-08-15,CU2404,Web,Netherlands,SKU-401,Headlamp 400,Accessories,2,34.00,0.00,68.00
500200,2024-08-16,CU2093,Marketplace,Netherlands,SKU-102,Trail Runner Pro,Footwear,2,139.00,0.00,278.00
500113,2024-08-17,CU2049,Web,Netherlands,SKU-202,Rain Shell,Apparel,2,119.00,0.10,214.20
500177,2024-08-17,CU2079,Web,United Kingdom,SKU-201,Merino Base Layer,Apparel,2,59.00,0.00,118.00
500554,2024-08-17,CU2256,Marketplace,United Kingdom,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500554,2024-08-17,CU2256,Marketplace,United Kingdom,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500569,2024-08-17,CU2264,Retail Partner,Netherlands,SKU-102,Trail Runner Pro,Footwear,2,139.00,0.00,278.00
500490,2024-08-18,CU2229,Web,Germany,SKU-301,28L Daypack,Packs,1,74.00,0.00,74.00
500490,2024-08-18,CU2229,Web,Germany,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500818,2024-08-18,CU2371,Retail Partner,Belgium,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500818,2024-08-18,CU2371,Retail Partner,Belgium,SKU-202,Rain Shell,Apparel,2,119.00,0.00,238.00
500228,2024-08-19,CU2110,Web,Germany,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500262,2024-08-19,CU2128,Web,Belgium,SKU-102,Trail Runner Pro,Footwear,2,139.00,0.00,278.00
500541,2024-08-22,CU2252,Web,Germany,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500185,2024-08-23,CU2085,Web,Germany,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500185,2024-08-23,CU2085,Web,Germany,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500185,2024-08-23,CU2085,Web,Germany,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500864,2024-08-24,CU2388,Marketplace,Netherlands,SKU-402,Trekking Poles,Accessories,1,49.00,0.00,49.00
500591,2024-08-28,CU2276,Web,Netherlands,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500756,2024-08-28,CU2344,Web,Germany,SKU-301,28L Daypack,Packs,2,74.00,0.15,125.80
500050,2024-08-29,CU2021,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500078,2024-09-01,CU2031,Retail Partner,Belgium,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500537,2024-09-01,CU2251,Web,Netherlands,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500537,2024-09-01,CU2251,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,2,89.00,0.00,178.00
500713,2024-09-01,CU2327,Marketplace,Belgium,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500871,2024-09-01,CU2393,Retail Partner,Netherlands,SKU-201,Merino Base Layer,Apparel,1,59.00,0.15,50.15
500871,2024-09-01,CU2393,Retail Partner,Netherlands,SKU-101,Trail Runner 2,Footwear,2,89.00,0.00,178.00
500516,2024-09-02,CU2241,Web,Netherlands,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500516,2024-09-02,CU2241,Web,Netherlands,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500068,2024-09-03,CU2028,Marketplace,France,SKU-301,28L Daypack,Packs,1,74.00,0.00,74.00
500068,2024-09-03,CU2028,Marketplace,France,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500068,2024-09-03,CU2028,Marketplace,France,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500529,2024-09-03,CU2246,Web,United Kingdom,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500529,2024-09-03,CU2246,Web,United Kingdom,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500572,2024-09-03,CU2266,Web,United Kingdom,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500572,2024-09-03,CU2266,Web,United Kingdom,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500572,2024-09-03,CU2266,Web,United Kingdom,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500801,2024-09-04,CU2362,Marketplace,Germany,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500147,2024-09-05,CU2062,Marketplace,Belgium,SKU-201,Merino Base Layer,Apparel,2,59.00,0.10,106.20
500556,2024-09-05,CU2258,Web,Netherlands,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500556,2024-09-05,CU2258,Web,Netherlands,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.10,125.10
500556,2024-09-05,CU2258,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,2,89.00,0.10,160.20
500478,2024-09-06,CU2221,Retail Partner,Netherlands,SKU-402,Trekking Poles,Accessories,3,49.00,0.00,147.00
500926,2024-09-06,CU2417,Retail Partner,Germany,SKU-301,28L Daypack,Packs,1,74.00,0.00,74.00
500913,2024-09-07,CU2413,Marketplace,Belgium,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.15,118.15
500488,2024-09-08,CU2228,Marketplace,Germany,SKU-302,55L Trek Pack,Packs,3,165.00,0.25,371.25
500488,2024-09-08,CU2228,Marketplace,Germany,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500310,2024-09-11,CU2150,Web,Belgium,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500310,2024-09-11,CU2150,Web,Belgium,SKU-402,Trekking Poles,Accessories,1,49.00,0.00,49.00
500310,2024-09-11,CU2150,Web,Belgium,SKU-301,28L Daypack,Packs,1,74.00,0.00,74.00
500846,2024-09-12,CU2382,Retail Partner,Netherlands,SKU-101,Trail Runner 2,Footwear,2,89.00,0.00,178.00
500043,2024-09-13,CU2019,Web,United Kingdom,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500171,2024-09-14,CU2074,Web,Netherlands,SKU-301,28L Daypack,Packs,1,74.00,0.00,74.00
500171,2024-09-14,CU2074,Web,Netherlands,SKU-301,28L Daypack,Packs,3,74.00,0.00,222.00
500236,2024-09-14,CU2115,Retail Partner,United Kingdom,SKU-201,Merino Base Layer,Apparel,2,59.00,0.00,118.00
500236,2024-09-14,CU2115,Retail Partner,United Kingdom,SKU-201,Merino Base Layer,Apparel,1,59.00,0.15,50.15
500384,2024-09-14,CU2182,Web,Netherlands,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500384,2024-09-14,CU2182,Web,Netherlands,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500400,2024-09-14,CU2187,Web,United Kingdom,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500811,2024-09-15,CU2368,Marketplace,Germany,SKU-201,Merino Base Layer,Apparel,1,59.00,0.25,44.25
500811,2024-09-15,CU2368,Marketplace,Germany,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500806,2024-09-18,CU2366,Marketplace,France,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500806,2024-09-18,CU2366,Marketplace,France,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500806,2024-09-18,CU2366,Marketplace,France,SKU-201,Merino Base Layer,Apparel,2,59.00,0.00,118.00
500828,2024-09-18,CU2377,Web,Belgium,SKU-402,Trekking Poles,Accessories,1,49.00,0.00,49.00
500094,2024-09-19,CU2038,Marketplace,France,SKU-201,Merino Base Layer,Apparel,1,59.00,0.10,53.10
500150,2024-09-20,CU2064,Web,Germany,SKU-301,28L Daypack,Packs,3,74.00,0.00,222.00
500160,2024-09-23,CU2068,Web,Germany,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500536,2024-09-26,CU2250,Marketplace,Netherlands,SKU-402,Trekking Poles,Accessories,2,49.00,0.00,98.00
500536,2024-09-26,CU2250,Marketplace,Netherlands,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500581,2024-09-26,CU2272,Web,Netherlands,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.10,125.10
500628,2024-09-26,CU2291,Web,France,SKU-402,Trekking Poles,Accessories,1,49.00,0.00,49.00
500718,2024-09-26,CU2329,Web,Belgium,SKU-101,Trail Runner 2,Footwear,1,89.00,0.10,80.10
500316,2024-09-27,CU2152,Web,Netherlands,SKU-302,55L Trek Pack,Packs,1,165.00,0.15,140.25
500751,2024-09-27,CU2342,Web,Germany,SKU-201,Merino Base Layer,Apparel,2,59.00,0.00,118.00
500284,2024-09-28,CU2139,Web,Netherlands,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500599,2024-09-30,CU2279,Web,Germany,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500208,2024-10-01,CU2097,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500208,2024-10-01,CU2097,Web,Netherlands,SKU-302,55L Trek Pack,Packs,1,165.00,0.10,148.50
500903,2024-10-02,CU2406,Web,Germany,SKU-402,Trekking Poles,Accessories,1,49.00,0.00,49.00
500292,2024-10-05,CU2143,Retail Partner,Netherlands,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500103,2024-10-06,CU2046,Retail Partner,Germany,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500711,2024-10-06,CU2326,Marketplace,Netherlands,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500711,2024-10-06,CU2326,Marketplace,Netherlands,SKU-301,28L Daypack,Packs,1,74.00,0.00,74.00
500064,2024-10-07,CU2027,Marketplace,United Kingdom,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500064,2024-10-07,CU2027,Marketplace,United Kingdom,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500213,2024-10-07,CU2101,Marketplace,Belgium,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500725,2024-10-07,CU2331,Web,Netherlands,SKU-301,28L Daypack,Packs,1,74.00,0.25,55.50
500838,2024-10-07,CU2381,Retail Partner,Germany,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500838,2024-10-07,CU2381,Retail Partner,Germany,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500098,2024-10-08,CU2041,Retail Partner,France,SKU-101,Trail Runner 2,Footwear,1,89.00,0.10,80.10
500152,2024-10-08,CU2066,Web,Germany,SKU-202,Rain Shell,Apparel,1,119.00,0.15,101.15
500420,2024-10-08,CU2197,Marketplace,Netherlands,SKU-402,Trekking Poles,Accessories,1,49.00,0.00,49.00
500403,2024-10-11,CU2190,Web,France,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500403,2024-10-11,CU2190,Web,France,SKU-201,Merino Base Layer,Apparel,1,59.00,0.25,44.25
500824,2024-10-14,CU2375,Marketplace,Germany,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500194,2024-10-15,CU2089,Web,United Kingdom,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500194,2024-10-15,CU2089,Web,United Kingdom,SKU-102,Trail Runner Pro,Footwear,2,139.00,0.00,278.00
500084,2024-10-16,CU2034,Web,Germany,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.10,125.10
500269,2024-10-16,CU2131,Web,United Kingdom,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500583,2024-10-17,CU2273,Marketplace,Netherlands,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500071,2024-10-19,CU2029,Marketplace,Netherlands,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500071,2024-10-19,CU2029,Marketplace,Netherlands,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500092,2024-10-21,CU2037,Marketplace,Germany,SKU-402,Trekking Poles,Accessories,2,49.00,0.00,98.00
500092,2024-10-21,CU2037,Marketplace,Germany,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500123,2024-10-21,CU2054,Web,Germany,SKU-302,55L Trek Pack,Packs,1,165.00,0.15,140.25
500505,2024-10-21,CU2235,Marketplace,Germany,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500505,2024-10-21,CU2235,Marketplace,Germany,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500930,2024-10-21,CU2419,Web,Germany,SKU-101,Trail Runner 2,Footwear,1,89.00,0.00,89.00
500930,2024-10-21,CU2419,Web,Germany,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500022,2024-10-22,CU2011,Web,Netherlands,SKU-201,Merino Base Layer,Apparel,1,59.00,0.15,50.15
500715,2024-10-23,CU2328,Web,Germany,SKU-402,Trekking Poles,Accessories,1,49.00,0.00,49.00
500654,2024-10-24,CU2305,Web,United Kingdom,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500654,2024-10-24,CU2305,Web,United Kingdom,SKU-402,Trekking Poles,Accessories,1,49.00,0.00,49.00
500654,2024-10-24,CU2305,Web,United Kingdom,SKU-202,Rain Shell,Apparel,1,119.00,0.00,119.00
500666,2024-10-25,CU2310,Web,Germany,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500803,2024-10-27,CU2364,Web,Netherlands,SKU-302,55L Trek Pack,Packs,1,165.00,0.00,165.00
500803,2024-10-27,CU2364,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,1,89.00,0.15,75.65
500178,2024-10-28,CU2080,Web,United Kingdom,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.10,125.10
500178,2024-10-28,CU2080,Web,United Kingdom,SKU-101,Trail Runner 2,Footwear,1,89.00,0.15,75.65
500688,2024-10-28,CU2316,Retail Partner,Germany,SKU-301,28L Daypack,Packs,1,74.00,0.00,74.00
500732,2024-10-29,CU2334,Marketplace,Germany,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500732,2024-10-29,CU2334,Marketplace,Germany,SKU-401,Headlamp 400,Accessories,2,34.00,0.10,61.20
500732,2024-10-29,CU2334,Marketplace,Germany,SKU-102,Trail Runner Pro,Footwear,1,139.00,0.00,139.00
500288,2024-10-30,CU2142,Retail Partner,France,SKU-201,Merino Base Layer,Apparel,1,59.00,0.00,59.00
500288,2024-10-30,CU2142,Retail Partner,France,SKU-401,Headlamp 400,Accessories,1,34.00,0.00,34.00
500288,2024-10-30,CU2142,Retail Partner,France,SKU-301,28L Daypack,Packs,3,74.00,0.00,222.00
500813,2024-11-03,CU2369,Marketplace,Netherlands,SKU-402,Trekking Poles,Accessories,1,49.86,0.15,42.38
500813,2024-11-03,CU2369,Marketplace,Netherlands,SKU-401,Headlamp 400,Accessories,1,34.59,0.00,34.59
500726,2024-11-05,CU2332,Web,Netherlands,SKU-202,Rain Shell,Apparel,2,121.08,0.20,193.73
500238,2024-11-06,CU2116,Retail Partner,Netherlands,SKU-102,Trail Runner Pro,Footwear,1,141.43,0.20,113.14
500238,2024-11-06,CU2116,Retail Partner,Netherlands,SKU-401,Headlamp 400,Accessories,1,34.59,0.00,34.59
500332,2024-11-09,CU2159,Retail Partner,Belgium,SKU-102,Trail Runner Pro,Footwear,1,141.43,0.20,113.14
500065,2024-11-10,CU2027,Marketplace,Germany,SKU-101,Trail Runner 2,Footwear,2,90.56,0.20,144.90
500065,2024-11-10,CU2027,Marketplace,Germany,SKU-101,Trail Runner 2,Footwear,3,90.56,0.00,271.68
500115,2024-11-12,CU2050,Retail Partner,France,SKU-102,Trail Runner Pro,Footwear,1,141.43,0.20,113.14
500727,2024-11-12,CU2333,Web,France,SKU-101,Trail Runner 2,Footwear,2,90.56,0.00,181.12
500791,2024-11-12,CU2357,Web,Germany,SKU-401,Headlamp 400,Accessories,1,34.59,0.00,34.59
500791,2024-11-12,CU2357,Web,Germany,SKU-302,55L Trek Pack,Packs,1,167.89,0.20,134.31
500791,2024-11-12,CU2357,Web,Germany,SKU-102,Trail Runner Pro,Footwear,1,141.43,0.00,141.43
500433,2024-11-14,CU2200,Retail Partner,Netherlands,SKU-302,55L Trek Pack,Packs,3,167.89,0.00,503.67
500876,2024-11-16,CU2395,Web,France,SKU-101,Trail Runner 2,Footwear,1,90.56,0.25,67.92
500885,2024-11-17,CU2400,Web,France,SKU-201,Merino Base Layer,Apparel,1,60.03,0.00,60.03
500885,2024-11-17,CU2400,Web,France,SKU-101,Trail Runner 2,Footwear,1,90.56,0.00,90.56
500330,2024-11-19,CU2157,Marketplace,Germany,SKU-402,Trekking Poles,Accessories,2,49.86,0.15,84.76
500385,2024-11-20,CU2182,Web,Netherlands,SKU-201,Merino Base Layer,Apparel,1,60.03,0.00,60.03
500385,2024-11-20,CU2182,Web,Netherlands,SKU-202,Rain Shell,Apparel,1,121.08,0.00,121.08
500385,2024-11-20,CU2182,Web,Netherlands,SKU-401,Headlamp 400,Accessories,1,34.59,0.00,34.59
500372,2024-11-22,CU2176,Retail Partner,Netherlands,SKU-101,Trail Runner 2,Footwear,1,90.56,0.00,90.56
500626,2024-11-22,CU2290,Web,United Kingdom,SKU-301,28L Daypack,Packs,1,75.30,0.00,75.30
500459,2024-11-27,CU2213,Web,United Kingdom,SKU-302,55L Trek Pack,Packs,1,167.89,0.20,134.31
500459,2024-11-27,CU2213,Web,United Kingdom,SKU-402,Trekking Poles,Accessories,1,49.86,0.15,42.38
500614,2024-11-27,CU2286,Web,Netherlands,SKU-301,28L Daypack,Packs,1,75.30,0.00,75.30
500143,2024-11-28,CU2060,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,1,90.56,0.00,90.56
500785,2024-11-28,CU2356,Web,France,SKU-101,Trail Runner 2,Footwear,1,90.56,0.20,72.45
500785,2024-11-28,CU2356,Web,France,SKU-302,55L Trek Pack,Packs,1,167.89,0.20,134.31
500820,2024-11-28,CU2372,Web,Netherlands,SKU-201,Merino Base Layer,Apparel,1,60.03,0.00,60.03
500820,2024-11-28,CU2372,Web,Netherlands,SKU-402,Trekking Poles,Accessories,1,49.86,0.15,42.38
500837,2024-11-29,CU2380,Web,Netherlands,SKU-101,Trail Runner 2,Footwear,2,90.56,0.20,144.90
500397,2024-11-30,CU2185,Web,Germany,SKU-201,Merino Base Layer,Apparel,1,60.03,0.20,48.02
500397,2024-11-30,CU2185,Web,Germany,SKU-301,28L Daypack,Packs,1,75.30,0.20,60.24
500397,2024-11-30,CU2185,Web,Germany,SKU-401,Headlamp 400,Accessories,1,34.59,0.00,34.59
500847,2024-12-01,CU2382,Web,Belgium,SKU-101,Trail Runner 2,Footwear,1,90.56,0.20,72.45
500868,2024-12-02,CU2391,Marketplace,Netherlands,SKU-201,Merino Base Layer,Apparel,2,60.03,0.00,120.06
500906,2024-12-02,CU2408,Marketplace,Netherlands,SKU-102,Trail Runner Pro,Footwear,3,141.43,0.20,339.43
500234,2024-12-03,CU2114,Retail Partner,United Kingdom,SKU-302,55L Trek Pack,Packs,3,167.89,0.00,503.67
500180,2024-12-04,CU2082,Web,France,SKU-202,Rain Shell,Apparel,1,121.08,0.00,121.08
500370,2024-12-04,CU2174,Web,Netherlands,SKU-302,55L Trek Pack,Packs,1,167.89,0.00,167.89
500077,2024-12-05,CU2030,Marketplace,France,SKU-101,Trail Runner 2,Footwear,1,90.56,0.20,72.45
500077,2024-12-05,CU2030,Marketplace,France,SKU-201,Merino Base Layer,Apparel,1,60.03,0.00,60.03
500077,2024-12-05,CU2030,Marketplace,France,SKU-302,55L Trek Pack,Packs,1,167.89,0.10,151.10
500138,2024-12-05,CU2059,Marketplace,Netherlands,SKU-201,Merino Base Layer,Apparel,1,60.03,0.20,48.02
500812,2024-12-05,CU2368,Web,Germany,SKU-102,Trail Runner Pro,Footwear,2,141.43,0.20,226.29
500557,2024-12-07,CU2258,Web,Belgium,SKU-102,Trail Runner Pro,Footwear,1,141.43,0.20,113.14
500741,2024-12-08,CU2339,Web,Netherlands,SKU-201,Merino Base Layer,Apparel,2,60.03,0.00,120.06
500741,2024-12-08,CU2339,Web,Netherlands,SKU-201,Merino Base Layer,Apparel,1,60.03,0.00,60.03
500741,2024-12-08,CU2339,Web,Netherlands,SKU-301,28L Daypack,Packs,1,75.30,0.00,75.30
500592,2024-12-09,CU2276,Marketplace,United Kingdom,SKU-202,Rain Shell,Apparel,2,121.08,0.00,242.16
